product_code,combined_no_punc_tokenized_no_stop_lemm,like_compound,meets_expectation_compound,prod_improve_compound,combined_compound
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['consistency', 'thinner', 'prefer', 'package', 'indicate', 'mild', 'yogurt', 'find', 'quite', 'sour', 'like', 'greek', 'style', 'yogurt', 'package', 'state', 'smooth', 'yogurt', 'several', 'small', 'chunk', 'fruit']",,,0.6231,0.6231
Chobani Original,"['would', 'like', 'see', 'actual', 'strawberry', 'piece', 'instead', 'jellylike', 'substance', 'bottom', 'container']",,,0.4215,0.4215
Chobani Smooth,"['first', 'like', 'smooth', 'creamy', 'texture', 'slightly', 'runny', 'would', 'like', 'little', 'consistency', 'second', 'odd', 'aftertaste', 'almost', 'like', 'fake', 'sugar', 'much', 'sugar']",,,0.3976,0.3976
Chobani Original,"['low', 'price']",,,-0.296,-0.296
Chobani Original,"['low', 'price']",,,-0.296,-0.296
Chobani Original,"['low', 'price']",,,-0.296,-0.296
Chobani Smooth,"['would', 'like', 'little', 'thicker']",,,0.3612,0.3612
Chobani Original,"['mix', 'yogurt', 'make', 'cup', 'big', 'slightly', 'easy', 'mix', 'also', 'dont', 'mix', 'correctly', 'get', 'bitter', 'taste']",,,-0.0076,-0.0076
Chobani Smooth,"['sour', 'horrible', 'taste']",,,-0.5423,-0.5423
Chobani Original,"['texture', 'little']",,,0.0,0.0
Chobani Smooth,"['fresh', 'strawberry', 'piece']",,,0.3804,0.3804
Chobani Original,"['could', 'little', 'less', 'sweet', 'still', 'good', 'little', 'fruit', 'would', 'nice']",,,0.8137,0.8137
Chobani Smooth,"['strong', 'strawberry', 'flavor']",,,0.3818,0.3818
Chobani Original,"['particular', 'product', 'wasnt', 'much', 'would', 'change']",,,0.0,0.0
Chobani Smooth,"['flavor', 'find', 'overpower', 'taste', 'sour', 'milk']",,,0.0,0.0
Chobani Original,"['fruit', 'bottom']",,,0.0,0.0
Chobani Smooth,"['aftertaste', 'lingers', 'little', 'would', 'prefer']",,,0.0,0.0
Chobani Original,"['huge', 'fan', 'fruit', 'bottom', 'yogurt', 'maybe', 'blend', 'also', 'maybe', 'bit', 'less', 'sugar', 'still', 'keep', 'sweet', 'tasting']",,,0.4657,0.4657
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Original,"['low', 'price']",,,-0.296,-0.296
Chobani Original,"['low', 'price']",,,-0.296,-0.296
Chobani Original,"['low', 'price']",,,-0.296,-0.296
Chobani Smooth,"['little', 'perhaps', 'tad', 'strawberry', 'flavor']",,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['bit', 'runnywaterythin', 'would', 'like', 'little', 'bit', 'thicker']",,,0.3612,0.3612
Chobani Original,"['dont', 'know', 'change', 'initially', 'open', 'container', 'first', 'thing', 'saw', 'water', 'yougart', 'also', 'first', 'appearance', 'mix', 'fuit', 'visually', 'appeal', 'look', 'like', 'jelly', 'thrown', 'yougart', 'container', 'like', 'container', 'half', 'full', 'fill', 'cup', 'atleast', '34', 'way', 'use', 'small', 'container', 'otherwise', 'disappointing', 'waste']",,,-0.3612,-0.3612
Chobani Smooth,"['strawberry', 'flavor', 'tad', 'bitter']",,,-0.4215,-0.4215
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['little', 'thin']",,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['would', 'make', 'little', 'thicker', 'consistency', 'little', 'runny']",,,0.0,0.0
Chobani Original,"['make', 'serve', 'size', 'large', 'price']",,,0.0,0.0
Chobani Smooth,"['would', 'change', 'heavy', 'taste', 'yogurt', 'make', 'good', 'would', 'make', 'smooth', 'heavy']",,,0.4404,0.4404
Chobani Original,"['shake', 'product', 'open', 'help', 'mix']",,,0.2263,0.2263
Chobani Smooth,"['add', 'strawberry', 'flavor']",,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['specify', 'amount', 'protein', 'package']",,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['package', 'hate', 'ridge', 'inside']",,,-0.5719,-0.5719
Chobani Original,"['strawberry', 'flavor', 'wasnt', 'strong', 'enough']",,,-0.4023,-0.4023
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['fruit', 'piece']",,,0.0,0.0
Chobani Original,"['appearance', 'strawberry', 'id', 'make', 'look', 'fresher']",,,0.0,0.0
Chobani Smooth,"['thicker', 'texture', 'even', 'less', 'sweet', 'strawberry', 'piece']",,,0.4033,0.4033
Chobani Original,"['big', 'fan', 'fruit', 'bottom', 'style', 'yogurt']",,,-0.2411,-0.2411
Chobani Smooth,"['would', 'make', 'tiny', 'bit', 'thick', 'consistency', 'like', 'creamy', 'texture', 'almost', 'slippery', 'favorite', 'yogurt', 'dislike', 'greatly', 'package', 'one', 'big', 'change', 'would', 'package']",,,-0.7068,-0.7068
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Original,['nothing'],,,0.0,0.0
Chobani Smooth,"['possibly', 'add', 'fruit', 'chunk']",,,0.0,0.0
Chobani Original,"['less', 'sugar', 'possible', 'im', 'huge', 'fan', 'chunk', 'fruit', 'wish', 'mixed', 'good']",,,0.3971,0.3971
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Original,"['increase', 'size', 'package']",,,0.3182,0.3182
Chobani Smooth,"['add', 'big', 'chunk', 'strawberry']",,,0.0,0.0
Chobani Original,"['fruit', 'le', 'sugar', 'little', 'thick']",,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,['strawberry'],,,0.0,0.0
Chobani Smooth,['strawberry'],,,0.0,0.0
Chobani Smooth,"['strawberry', 'taste']",,,0.0,0.0
Chobani Smooth,"['low', 'price']",,,-0.296,-0.296
Chobani Smooth,"['low', 'price']",,,-0.296,-0.296
Chobani Smooth,"['low', 'price']",,,-0.296,-0.296
Chobani Smooth,"['slight', 'idk', 'chalky', 'taste']",,,-0.2808,-0.2808
Chobani Smooth,"['color', 'appeal']",,,0.0,0.0
Chobani Smooth,"['add', 'strawberry', 'flavor', 'strawberry']",,,0.0,0.0
Chobani Smooth,['oth'],,,0.0,0.0
Chobani Smooth,"['little', 'bit', 'sweeter', 'without', 'add', 'gram', 'sugar', 'would', 'better']",,,0.4404,0.4404
Chobani Smooth,"['need', 'piece', 'strawberry', 'add', 'flavor', 'well', 'slightly', 'thick', 'consistency']",,,0.3321,0.3321
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,"['sweet', 'hop', 'bit', 'yogurt', 'blend', 'id', 'get', 'glob', 'glob', 'berry']",,,0.031,0.031
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'bit', 'inside', 'yogurt', 'really', 'tiny', 'every', 'bit']",,,0.0,0.0
Chobani Smooth,"['add', 'bit', 'flavor', 'maybe', 'add', 'strawberry', 'piece']",,,0.0,0.0
Chobani Smooth,"['little', 'strawberry', 'flavor', 'andor', 'sweetness', 'lot', 'touch']",,,0.2732,0.2732
Chobani Smooth,['sweeter'],,,0.0,0.0
Chobani Smooth,"['type', 'offer', 'mix', 'kindgranola']",,,0.0,0.0
Chobani Smooth,"['strawberry', 'flavor']",,,0.0,0.0
Chobani Smooth,"['flavor', 'need', 'sweeter', 'semi', 'tart']",,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,['nothing'],,,0.0,0.0
Chobani Smooth,"['strawberry', 'chunky']",,,0.0,0.0
Chobani Smooth,['strawberry'],,,0.0,0.0
Chobani Smooth,['strawberry'],,,0.0,0.0
Chobani Smooth,"['would', 'nice', 'wasnt', 'much', 'liquid', 'top', 'open', 'kind', 'gross']",,,0.4215,0.4215
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['strawberry', 'flavor', 'could', 'little', 'bit', 'strong']",,,0.323,0.323
Chobani Smooth,"['im', 'sure', 'everyone', 'know', 'chobani', 'greek', 'yogurt', 'maybe', 'somehow', 'change', 'name', 'also', 'mention', 'greek', 'yogurt', 'flavor']",,,0.1655,0.1655
Chobani Smooth,"['look', 'little', 'funny', 'first', 'open', 'also', 'little', 'pricey']",,,0.3832,0.3832
Chobani Smooth,"['texture', 'kind', 'griddy', 'wish', 'would', 'smooth']",,,0.4019,0.4019
Chobani Smooth,"['well', 'flavor', 'strong', 'strawberry', 'flavor', 'strawberry', 'chunk', 'dont', 'like', 'smell', 'aftertaste', 'bitter', 'sweet']",,,-0.5408,-0.5408
Chobani Smooth,['name'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,['nan'],,,0.0,0.0
Chobani Smooth,"['would', 'add', 'fruit']",,,0.0,0.0
Chobani Smooth,"['fill', 'cup', 'fullercup', 'little', '34', 'full']",,,0.0,0.0
Chobani Smooth,"['thick', 'almost', 'gluelike', 'sweet', 'enough', 'snack', 'crave', 'fine', 'nutritional', 'breakfast', 'quick', 'meal', 'look', 'bland']",,,-0.1729,-0.1729
Chobani Smooth,"['need', 'fruit', 'add', '2', 'strawberry', 'able', 'taste', 'strawberry', 'flavor', 'also', 'container', '12', 'full', 'suggest', 'use', 'small', 'container', 'fill', 'exist', 'container', 'think', 'small', 'container', 'well', 'idea']",,,0.4926,0.4926
Chobani Smooth,"['tart', 'wasnt', 'sure', 'could', 'take', 'aftertaste']",,,-0.2411,-0.2411
Chobani Smooth,['creamyness'],,,0.0,0.0
Chobani Smooth,['aftertaste'],,,0.0,0.0
Chobani Smooth,"['would', 'add', 'big', 'piece', 'strawberry']",,,0.0,0.0
Chobani Smooth,"['add', 'strawberry']",,,0.0,0.0
Chobani Smooth,"['would', 'like', 'thicker', 'piece', 'fruit', 'consistency', 'seem', 'thin', 'large', 'selection', 'flavor', 'choose', 'would', 'also', 'good']",,,0.6597,0.6597
Chobani Smooth,"['could', 'use', 'little', 'real', 'fruit', 'enhance', 'flavor', 'color', 'pale', 'please', 'eye', 'seem', 'little', 'bitter', 'taste']",,,-0.6705,-0.6705
Chobani Smooth,"['make', 'thicker']",,,0.0,0.0
Chobani Smooth,"['strawberry', 'flavor', 'add', 'fruit', 'chunk']",,,0.0,0.0
Chobani Smooth,"['strawberry', 'chunk', 'strawberry', 'flavor']",,,0.0,0.0
Chobani Smooth,"['make', 'little', 'less', 'tart']",,,0.0,0.0
Chobani Smooth,"['would', 'taste', 'good', 'even', 'berry', 'flavor', 'little', 'runny']",,,0.4404,0.4404
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'fruit', 'piece']",,,0.0,0.0
Chobani Smooth,"['add', 'chuck', 'strawberry']",,,0.0,0.0
Chobani Smooth,"['would', 'add', 'granola', 'yogurt', 'make', 'taste', 'well']",,,0.4404,0.4404
Chobani Smooth,"['add', 'strawberry', 'chunk']",,,0.0,0.0
Chobani Smooth,"['could', 'stronger', 'strawberry', 'flavor', 'put', 'chunk', 'strawberry']",,,0.3818,0.3818
