product,response value,response,sentiment compound,lemm,question
Chobani Original,,Have the size of the container fit the amount of yogurt so either make the cup smaller or put more yogurt in the cup.,36.12,"['size', 'container', 'fit', 'amount', 'yogurt', 'either', 'make', 'cup', 'small', 'put', 'yogurt', 'cup']",Product Improvement
Chobani Smooth,,Make more filling. I would have had to eat both to feel like I was half full.,36.12,"['make', 'filling', 'would', 'eat', 'feel', 'like', 'half', 'full']",Product Improvement
Chobani Original,,"A little sweeter,  More strawberry chunks at the bottom of the cup.",0,"['little', 'sweeter', 'strawberry', 'chunk', 'bottom', 'cup']",Product Improvement
Chobani Smooth,,"There were a few small fruit chunks that I did not like, especially because it is being marketed as smooth",-27.55,"['small', 'fruit', 'chunk', 'like', 'especially', 'market', 'smooth']",Product Improvement
Chobani Original,,I would change the texture of the strawberries. It was too  jellied  and felt/tasted fake and artificial,-47.67,"['would', 'change', 'texture', 'strawberry', 'jelly', 'felttasted', 'fake', 'artificial']",Product Improvement
Chobani Smooth,,Increase strawberry flavor a little.,31.82,"['increase', 'strawberry', 'flavor', 'little']",Product Improvement
Chobani Original,,"Like above I would prefer a slightly bit smoother yogurt, but this would not prevent me from buying this in the future. This was a great product!",82.16,"['like', 'would', 'prefer', 'slightly', 'bit', 'smooth', 'yogurt', 'would', 'prevent', 'buying', 'future', 'great', 'product']",Product Improvement
Chobani Smooth,,I'm not sure that I would change anything. I would like it better if it were Greek.,53.27,"['im', 'sure', 'would', 'change', 'anything', 'would', 'like', 'good', 'greek']",Product Improvement
Chobani Original,,It would be nice to have more strawberry pieces.,42.15,"['would', 'nice', 'strawberry', 'piece']",Product Improvement
Chobani Smooth,,I would like to see more pieces of fruit in the yogurt. It seemed sort of skimpy on number of fruit pieces.,42.15,"['would', 'like', 'see', 'piece', 'fruit', 'yogurt', 'seem', 'sort', 'skimpy', 'number', 'fruit', 'piece']",Product Improvement
Chobani Original,,Would rather have the strawberry mixed into the yogurt (no fruit on the bottom).  I don't like the big strawberry pieces in the fruit on the bottom - not firm and fresh tasting.,-47.17,"['would', 'rather', 'strawberry', 'mixed', 'yogurt', 'fruit', 'bottom', 'dont', 'like', 'big', 'strawberry', 'piece', 'fruit', 'bottom', 'firm', 'fresh', 'taste']",Product Improvement
Chobani Smooth,,I would love to see  fruit chunks  added as this would help to bring out the flavor and enhance it even more.,78.45,"['would', 'love', 'see', 'fruit', 'chunk', 'add', 'would', 'help', 'bring', 'flavor', 'enhance', 'even']",Product Improvement
Chobani Original,,I didn't love the chunks. I like the fruit on the bottom to be smooth. It had quite a bit of sugar....15g per serving is more than I would like.,16.11,"['didnt', 'love', 'chunk', 'like', 'fruit', 'bottom', 'smooth', 'quite', 'bit', 'sugar15g', 'per', 'serve', 'would', 'like']",Product Improvement
Chobani Smooth,,"A little runny, maybe a bit thicker, more fruit chunks",0,"['little', 'runny', 'maybe', 'bit', 'thick', 'fruit', 'chunk']",Product Improvement
Chobani Original,,Consistency of the strawberry at the bottom might have been a little too thick.,0,"['consistency', 'strawberry', 'bottom', 'might', 'little', 'thick']",Product Improvement
Chobani Smooth,,"I would have enjoyed more fruit chunks in the yogurt, but everything else about it I liked.",70.5,"['would', 'enjoy', 'fruit', 'chunk', 'yogurt', 'everything', 'else', 'like']",Product Improvement
Chobani Original,,THERE CAN ALWAYS BE MORE FRUIT.,0,"['always', 'fruit']",Product Improvement
Chobani Smooth,,Has an aftertaste and needs more fruit mixed in.,0,"['aftertaste', 'need', 'fruit', 'mixed']",Product Improvement
Chobani Original,,"Have pre-stirred, mixing fruit pieces with yogurt.",0,"['prestirred', 'mix', 'fruit', 'piece', 'yogurt']",Product Improvement
Chobani Smooth,,Nothing,0,['nothing'],Product Improvement
Chobani Original,,More real fruit,0,"['real', 'fruit']",Product Improvement
Chobani Smooth,,I would like a little bit more fruit flavor and pieces of fruit.,36.12,"['would', 'like', 'little', 'bit', 'fruit', 'flavor', 'piece', 'fruit']",Product Improvement
Chobani Original,,"I tend to not like  fruit on the bottom  yogurts and this yogurt did not sway me to like it better. I wish there was a way for yogurt makers to have more of a fresh fruit, or even a fresher seeming  jam  in their yogurts but probably that wouldn't keep well enough. In any case, I didn't care for the strawberry jam that was added, or at least not enough to make me want to purchase it.",-40.86,"['tend', 'like', 'fruit', 'bottom', 'yogurt', 'yogurt', 'sway', 'like', 'good', 'wish', 'way', 'yogurt', 'maker', 'fresh', 'fruit', 'even', 'fresher', 'seem', 'jam', 'yogurt', 'probably', 'wouldnt', 'keep', 'well', 'enough', 'case', 'didnt', 'care', 'strawberry', 'jam', 'add', 'least', 'enough', 'make', 'want', 'purchase']",Product Improvement
Chobani Smooth,,Make it thicker; the consistency was a bit too thin.Sugar content still seems a bit high for being 25% less.,0,"['make', 'thicker', 'consistency', 'bit', 'thinsugar', 'content', 'still', 'seem', 'bit', 'high', '25', 'less']",Product Improvement
Chobani Original,,nothing,0,['nothing'],Product Improvement
Chobani Smooth,,less sweet.  more fruit flavor,40.33,"['less', 'sweet', 'fruit', 'flavor']",Product Improvement
Chobani Original,,"As with most Greek yogurt, there is a slight aftertaste. It isn't exactly unpleasant, but it is noticeable. Perhaps it is unavoidable.",19.67,"['greek', 'yogurt', 'slight', 'aftertaste', 'isnt', 'exactly', 'unpleasant', 'noticeable', 'perhaps', 'unavoidable']",Product Improvement
Chobani Smooth,,,0,['nan'],Product Improvement
Chobani Original,,you have to stir it for a long time to mix it all in,0,"['stir', 'long', 'time', 'mix']",Product Improvement
Chobani Smooth,,I wouldn't change a thing.,0,"['wouldnt', 'change', 'thing']",Product Improvement
Chobani Original,,make it sweeter,0,"['make', 'sweeter']",Product Improvement
Chobani Smooth,,It's a little watery. I'd like to see some strawberry in it.,30.41,"['little', 'watery', 'id', 'like', 'see', 'strawberry']",Product Improvement
Chobani Original,,If there was a way to make it creamier and to bring out a little more of the strawberry flavor,0,"['way', 'make', 'creamy', 'bring', 'little', 'strawberry', 'flavor']",Product Improvement
Chobani Smooth,,a little more fruit flavor,0,"['little', 'fruit', 'flavor']",Product Improvement
Chobani Original,,Because you are giving us less yogurt in the same size container. It looks very unappealing - shriveled up yogurt sitting in whey.  It looks spoilt. People eat with their eyes.   I would never pay $1.55 for this. Spend your money on product not advertising. People aren't as stupid as you think. The containers are pretty butyou are downsizing content.  No longer enough to make a quick breakfast or lunch.,75.59,"['give', 'u', 'less', 'yogurt', 'size', 'container', 'look', 'unappealing', 'shrivel', 'yogurt', 'sit', 'whey', 'look', 'spoilt', 'people', 'eat', 'eye', 'would', 'never', 'pay', '155', 'spend', 'money', 'product', 'advertising', 'people', 'arent', 'stupid', 'think', 'container', 'pretty', 'butyou', 'downsize', 'content', 'longer', 'enough', 'make', 'quick', 'breakfast', 'lunch']",Product Improvement
Chobani Smooth,,Nothing,0,['nothing'],Product Improvement
Chobani Original,,It seemed a little thin for greek yogurt.,0,"['seem', 'little', 'thin', 'greek', 'yogurt']",Product Improvement
Chobani Smooth,,add piece of strawberry,0,"['add', 'piece', 'strawberry']",Product Improvement
Chobani Original,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,"The consistency is thinner than I prefer.  The package indicates this is a  mild  yogurt, but I find it to be quite sour, more like a Greek style yogurt.  The package states this is a  smooth  yogurt, but there are several small chunks of fruit in it.",62.31,"['consistency', 'thinner', 'prefer', 'package', 'indicate', 'mild', 'yogurt', 'find', 'quite', 'sour', 'like', 'greek', 'style', 'yogurt', 'package', 'state', 'smooth', 'yogurt', 'several', 'small', 'chunk', 'fruit']",Product Improvement
Chobani Original,,I would have liked to have seen actual strawberry pieces instead of the jelly-like substance at the bottom of the container.,42.15,"['would', 'like', 'see', 'actual', 'strawberry', 'piece', 'instead', 'jellylike', 'substance', 'bottom', 'container']",Product Improvement
Chobani Smooth,,"First, while I liked the smooth, creamy texture, it was slightly too runny. I would like it to have a little more consistency.     Second, it had an odd aftertaste - almost like fake sugar or too much sugar.",39.76,"['first', 'like', 'smooth', 'creamy', 'texture', 'slightly', 'runny', 'would', 'like', 'little', 'consistency', 'second', 'odd', 'aftertaste', 'almost', 'like', 'fake', 'sugar', 'much', 'sugar']",Product Improvement
Chobani Original,,Lower price.,-29.6,"['low', 'price']",Product Improvement
Chobani Smooth,,I would like it a little thicker.,36.12,"['would', 'like', 'little', 'thicker']",Product Improvement
Chobani Original,,Mixing of the yogurt and make the cup bigger so it's slightly easier to mix.  Also if you don't mix it correctly you get a bitter taste.,-0.76,"['mix', 'yogurt', 'make', 'cup', 'big', 'slightly', 'easy', 'mix', 'also', 'dont', 'mix', 'correctly', 'get', 'bitter', 'taste']",Product Improvement
Chobani Smooth,,Its too sour and has a horrible after taste,-54.23,"['sour', 'horrible', 'taste']",Product Improvement
Chobani Original,,texture is off just a little,0,"['texture', 'little']",Product Improvement
Chobani Smooth,,More fresh strawberry pieces.,38.04,"['fresh', 'strawberry', 'piece']",Product Improvement
Chobani Original,,It could be a little less sweet and still be very good.  A little more fruit would be nice.,81.37,"['could', 'little', 'less', 'sweet', 'still', 'good', 'little', 'fruit', 'would', 'nice']",Product Improvement
Chobani Smooth,,Stronger Strawberry flavor,38.18,"['strong', 'strawberry', 'flavor']",Product Improvement
Chobani Original,,This particular product there wasn't much I would change.,0,"['particular', 'product', 'wasnt', 'much', 'would', 'change']",Product Improvement
Chobani Smooth,,The flavor.  I found it to have a very over-powering taste of sour milk.,0,"['flavor', 'find', 'overpower', 'taste', 'sour', 'milk']",Product Improvement
Chobani Original,,More fruit on the bottom,0,"['fruit', 'bottom']",Product Improvement
Chobani Smooth,,The aftertaste lingers a little more than I would prefer.,0,"['aftertaste', 'lingers', 'little', 'would', 'prefer']",Product Improvement
Chobani Original,,"I am not a huge fan of fruit on the bottom yogurt.  So  maybe blended?  Also maybe a bit less sugar, but still keeping it sweet tasting",46.57,"['huge', 'fan', 'fruit', 'bottom', 'yogurt', 'maybe', 'blend', 'also', 'maybe', 'bit', 'less', 'sugar', 'still', 'keep', 'sweet', 'tasting']",Product Improvement
Chobani Smooth,,Nothing.,0,['nothing'],Product Improvement
Chobani Original,,Lower the price.,-29.6,"['low', 'price']",Product Improvement
Chobani Smooth,,Very little.  Perhaps a tad more strawberry flavoring.,0,"['little', 'perhaps', 'tad', 'strawberry', 'flavor']",Product Improvement
Chobani Original,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,It is a bit runny/watery/thin.  I would like it a little bit thicker.,36.12,"['bit', 'runnywaterythin', 'would', 'like', 'little', 'bit', 'thicker']",Product Improvement
Chobani Original,,"I don't know if you can change this, but when initially opening the container the first thing I saw was the water from the yougart. Also at the first appearance the mix in fuit is not visually appealing, looks like jelly thrown into the yougart container.    Do not like that the container is only half full if that, fill up the cup atleast 3/4 of the way or use a smaller container, otherwise it is disappointing and a waste.",-36.12,"['dont', 'know', 'change', 'initially', 'open', 'container', 'first', 'thing', 'saw', 'water', 'yougart', 'also', 'first', 'appearance', 'mix', 'fuit', 'visually', 'appeal', 'look', 'like', 'jelly', 'thrown', 'yougart', 'container', 'like', 'container', 'half', 'full', 'fill', 'cup', 'atleast', '34', 'way', 'use', 'small', 'container', 'otherwise', 'disappointing', 'waste']",Product Improvement
Chobani Smooth,,Strawberry flavor was just a tad bitter,-42.15,"['strawberry', 'flavor', 'tad', 'bitter']",Product Improvement
Chobani Original,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,A little thin.,0,"['little', 'thin']",Product Improvement
Chobani Original,,nothing,0,['nothing'],Product Improvement
Chobani Smooth,,"I would make it a little thicker, The consistency was a little runny.",0,"['would', 'make', 'little', 'thicker', 'consistency', 'little', 'runny']",Product Improvement
Chobani Original,,Make the serving size larger for that price.,0,"['make', 'serve', 'size', 'large', 'price']",Product Improvement
Chobani Smooth,,What I would change is how heavy tasting the yogurt is. To make it better I would make it more smooth than heavy.,44.04,"['would', 'change', 'heavy', 'taste', 'yogurt', 'make', 'good', 'would', 'make', 'smooth', 'heavy']",Product Improvement
Chobani Original,,I shake the product before I open it because it helps mix it up.,22.63,"['shake', 'product', 'open', 'help', 'mix']",Product Improvement
Chobani Smooth,,Add more strawberry flavor.,0,"['add', 'strawberry', 'flavor']",Product Improvement
Chobani Original,,nothing,0,['nothing'],Product Improvement
Chobani Smooth,,Specify the Amount of protein on the package,0,"['specify', 'amount', 'protein', 'package']",Product Improvement
Chobani Original,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,the packaging I hate the ridge on the inside,-57.19,"['package', 'hate', 'ridge', 'inside']",Product Improvement
Chobani Original,,The strawberry flavor wasn't strong enough.,-40.23,"['strawberry', 'flavor', 'wasnt', 'strong', 'enough']",Product Improvement
Chobani Smooth,,,0,['nan'],Product Improvement
Chobani Original,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,fruit pieces,0,"['fruit', 'piece']",Product Improvement
Chobani Original,,The appearance of the strawberries - I'd make them look fresher,0,"['appearance', 'strawberry', 'id', 'make', 'look', 'fresher']",Product Improvement
Chobani Smooth,,Thicker texture. Even less sweet. More strawberry pieces.,40.33,"['thicker', 'texture', 'even', 'less', 'sweet', 'strawberry', 'piece']",Product Improvement
Chobani Original,,Not the biggest fan of fruit on the bottom style yogurt.,-24.11,"['big', 'fan', 'fruit', 'bottom', 'style', 'yogurt']",Product Improvement
Chobani Smooth,,"I would make it a tiny bit more thick in consistency, I liked the creamy texture but it was almost slippery which is not my favorite in a yogurt. I disliked greatly the packaging. If they did one big change, it would have to be the packaging.",-70.68,"['would', 'make', 'tiny', 'bit', 'thick', 'consistency', 'like', 'creamy', 'texture', 'almost', 'slippery', 'favorite', 'yogurt', 'dislike', 'greatly', 'package', 'one', 'big', 'change', 'would', 'package']",Product Improvement
Chobani Original,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,possibly add more fruit chunks,0,"['possibly', 'add', 'fruit', 'chunk']",Product Improvement
Chobani Original,,"Less sugar if possible, I'm not a huge fan of the chunks of fruit - wish they mixed in better",39.71,"['less', 'sugar', 'possible', 'im', 'huge', 'fan', 'chunk', 'fruit', 'wish', 'mixed', 'good']",Product Improvement
Chobani Smooth,,nothing,0,['nothing'],Product Improvement
Chobani Original,,Increase the size of the package.,31.82,"['increase', 'size', 'package']",Product Improvement
Chobani Smooth,,Add bigger chunks of strawberries to it.,0,"['add', 'big', 'chunk', 'strawberry']",Product Improvement
Chobani Original,,"MORE FRUIT, LESS SUGAR & A LITTLE TOO THICK.",0,"['fruit', 'le', 'sugar', 'little', 'thick']",Product Improvement
Chobani Smooth,,Nothing.,0,['nothing'],Product Improvement
Chobani Smooth,,Add fruit pieces,0,"['add', 'fruit', 'piece']",Product Improvement
Chobani Smooth,,More strawberries,0,['strawberry'],Product Improvement
Chobani Smooth,,Have more of a strawberry taste,0,"['strawberry', 'taste']",Product Improvement
Chobani Smooth,,lower price,-29.6,"['low', 'price']",Product Improvement
Chobani Smooth,,"It had a slight, IDK, chalky taste?",-28.08,"['slight', 'idk', 'chalky', 'taste']",Product Improvement
Chobani Smooth,,Color was not appealing,0,"['color', 'appeal']",Product Improvement
Chobani Smooth,,add more strawberry flavor and strawberries,0,"['add', 'strawberry', 'flavor', 'strawberry']",Product Improvement
Chobani Smooth,,oth,0,['oth'],Product Improvement
Chobani Smooth,,"If it can be a little bit sweeter without adding more gram of sugar, that would be better.",44.04,"['little', 'bit', 'sweeter', 'without', 'add', 'gram', 'sugar', 'would', 'better']",Product Improvement
Chobani Smooth,,It needs to have pieces of strawberries added for more flavor as well as to have a slightly thicker consistency.,33.21,"['need', 'piece', 'strawberry', 'add', 'flavor', 'well', 'slightly', 'thick', 'consistency']",Product Improvement
Chobani Smooth,,,0,['nan'],Product Improvement
Chobani Smooth,,It was not as sweet as I had hoped.  There were some bits of yogurt that were not blended in so I'd get a glob here or there.  The globs were not berries.,3.1,"['sweet', 'hop', 'bit', 'yogurt', 'blend', 'id', 'get', 'glob', 'glob', 'berry']",Product Improvement
Chobani Smooth,,Nothing,0,['nothing'],Product Improvement
Chobani Smooth,,"Add fruit bits inside the yogurt, really tiny so they are in every bit.",0,"['add', 'fruit', 'bit', 'inside', 'yogurt', 'really', 'tiny', 'every', 'bit']",Product Improvement
Chobani Smooth,,"Add a bit more flavor, maybe add some strawberry pieces in it.",0,"['add', 'bit', 'flavor', 'maybe', 'add', 'strawberry', 'piece']",Product Improvement
Chobani Smooth,,A little more strawberry flavor and/or sweetness.  Not a lot but just a touch,27.32,"['little', 'strawberry', 'flavor', 'andor', 'sweetness', 'lot', 'touch']",Product Improvement
Chobani Smooth,,Sweeter,0,['sweeter'],Product Improvement
Chobani Smooth,,have some types that offer a mix in of some kind-granola?,0,"['type', 'offer', 'mix', 'kindgranola']",Product Improvement
Chobani Smooth,,more strawberry flavor,0,"['strawberry', 'flavor']",Product Improvement
Chobani Smooth,,flavor it needs to be sweeter as its semi tart,0,"['flavor', 'need', 'sweeter', 'semi', 'tart']",Product Improvement
Chobani Smooth,,nothing,0,['nothing'],Product Improvement
Chobani Smooth,,Strawberries more chunky,0,"['strawberry', 'chunky']",Product Improvement
Chobani Smooth,,more strawberries,0,['strawberry'],Product Improvement
Chobani Smooth,,It would be nice if there wasn't so much liquid on top when I open it. Kind of grosses me out.,42.15,"['would', 'nice', 'wasnt', 'much', 'liquid', 'top', 'open', 'kind', 'gross']",Product Improvement
Chobani Smooth,,add more fruit pieces.,0,"['add', 'fruit', 'piece']",Product Improvement
Chobani Smooth,,The strawberry flavor could have been a little bit stronger.,32.3,"['strawberry', 'flavor', 'could', 'little', 'bit', 'strong']",Product Improvement
Chobani Smooth,,I'm sure everyone knows Chobani as Greek Yogurt but maybe somehow change the name so it also mentions it is a greek yogurt flavor.,16.55,"['im', 'sure', 'everyone', 'know', 'chobani', 'greek', 'yogurt', 'maybe', 'somehow', 'change', 'name', 'also', 'mention', 'greek', 'yogurt', 'flavor']",Product Improvement
Chobani Smooth,,Looked a little funny when first opened. Also a little pricey.,38.32,"['look', 'little', 'funny', 'first', 'open', 'also', 'little', 'pricey']",Product Improvement
Chobani Smooth,,the texture was kind of griddy. I wish it would be more smooth.,40.19,"['texture', 'kind', 'griddy', 'wish', 'would', 'smooth']",Product Improvement
Chobani Smooth,,"Better flavor (stronger strawberry flavor), more strawberry chunks.  I don't like the smell or aftertaste -- it's bitter, not sweet.",-54.08,"['well', 'flavor', 'strong', 'strawberry', 'flavor', 'strawberry', 'chunk', 'dont', 'like', 'smell', 'aftertaste', 'bitter', 'sweet']",Product Improvement
Chobani Smooth,,#NAME?,0,['name'],Product Improvement
Chobani Smooth,,,0,['nan'],Product Improvement
Chobani Smooth,,I would add more fruit,0,"['would', 'add', 'fruit']",Product Improvement
Chobani Smooth,,"Fill cup fuller,cup was a little under 3/4 full",0,"['fill', 'cup', 'fullercup', 'little', '34', 'full']",Product Improvement
Chobani Smooth,,"It's too thick, almost glue-like. It's not sweet enough for a snack crave. It's fine a a nutritional breakfast or a quick meal. It looks bland.",-17.29,"['thick', 'almost', 'gluelike', 'sweet', 'enough', 'snack', 'crave', 'fine', 'nutritional', 'breakfast', 'quick', 'meal', 'look', 'bland']",Product Improvement
Chobani Smooth,,"Needs more fruit!  I had to add 2 strawberries to be able to taste the strawberry flavor.    Also, the container was 1/2 full so I suggest using a smaller container or fill the existing container.  I think a smaller container is a better idea.",49.26,"['need', 'fruit', 'add', '2', 'strawberry', 'able', 'taste', 'strawberry', 'flavor', 'also', 'container', '12', 'full', 'suggest', 'use', 'small', 'container', 'fill', 'exist', 'container', 'think', 'small', 'container', 'well', 'idea']",Product Improvement
Chobani Smooth,,It was very tart.  and I wasn't sure I could take the aftertaste,-24.11,"['tart', 'wasnt', 'sure', 'could', 'take', 'aftertaste']",Product Improvement
Chobani Smooth,,the creamy-ness,0,['creamyness'],Product Improvement
Chobani Smooth,,aftertaste,0,['aftertaste'],Product Improvement
Chobani Smooth,,I would add bigger pieces of strawberry.,0,"['would', 'add', 'big', 'piece', 'strawberry']",Product Improvement
Chobani Smooth,,add more strawberry,0,"['add', 'strawberry']",Product Improvement
Chobani Smooth,,I would like it to be thicker and have pieces of fruit. The consistency seemed thin. A larger selection of flavors to choose from would also be good.,65.97,"['would', 'like', 'thicker', 'piece', 'fruit', 'consistency', 'seem', 'thin', 'large', 'selection', 'flavor', 'choose', 'would', 'also', 'good']",Product Improvement
Chobani Smooth,,Could use a little more real fruit to enhance the flavor.  The color was pale not very pleasing to the eye.  Seemed to have a little bitter after taste.,-67.05,"['could', 'use', 'little', 'real', 'fruit', 'enhance', 'flavor', 'color', 'pale', 'please', 'eye', 'seem', 'little', 'bitter', 'taste']",Product Improvement
Chobani Smooth,,make it thicker,0,"['make', 'thicker']",Product Improvement
Chobani Smooth,,More strawberry flavor and add some fruit chunks,0,"['strawberry', 'flavor', 'add', 'fruit', 'chunk']",Product Improvement
Chobani Smooth,,"more strawberry chunks, and more strawberry flavor",0,"['strawberry', 'chunk', 'strawberry', 'flavor']",Product Improvement
Chobani Smooth,,make it a little less tart,0,"['make', 'little', 'less', 'tart']",Product Improvement
Chobani Smooth,,Would taste better with even more berry flavor.  It was a little too runny.,44.04,"['would', 'taste', 'good', 'even', 'berry', 'flavor', 'little', 'runny']",Product Improvement
Chobani Smooth,,add fruit pieces,0,"['add', 'fruit', 'piece']",Product Improvement
Chobani Smooth,,Add more chucks of strawberries.,0,"['add', 'chuck', 'strawberry']",Product Improvement
Chobani Smooth,,I would add granola to this yogurt to make it taste better.,44.04,"['would', 'add', 'granola', 'yogurt', 'make', 'taste', 'well']",Product Improvement
Chobani Smooth,,Add more strawberry chunks,0,"['add', 'strawberry', 'chunk']",Product Improvement
Chobani Smooth,,It could have a stronger strawberry flavor and put chunks of strawberries in it.,38.18,"['could', 'stronger', 'strawberry', 'flavor', 'put', 'chunk', 'strawberry']",Product Improvement
